title,publishedAt,sentiment
Trump’s EPA pick Lee Zeldin is the EV industry’s worst nightmare,2024-11-12,Negative
"Elon Musk is no Kissinger, but may help improve U.S.-China relations, experts say",2024-11-12,Positive
A Cybertruck Driver Was In Line For Gasoline And People Are Wondering Why,2024-11-12,Neutral
The Joys and Perils of Leaving Elon Musk’s X for Bluesky,2024-11-12,Neutral
Elon Musk isn't finished,2024-11-12,Neutral
‘SNL’s Chole Fineman Reveals Elon Musk Was Bereft of Basic Decency,2024-11-12,Neutral
"Tesla stock could soar 50% as it broadens beyond autos and as Musk exerts more political influence, Morgan Stanley says",2024-11-12,Positive
Elon Musk Responds to Chloe Fineman Saying He Made Her Cry When Prepping for ‘SNL’,2024-11-12,Neutral
"‘Traded mine in for a BMW I4’: Tesla owner says she regrets buying car, is embarrassed driving it around",2024-11-12,Neutral
"Google Set To Pop, Nvidia Already Has. Why Worry?",2024-11-12,Negative
"Bitcoin zooms past $84,000, likely to make higher highs",2024-11-12,Positive
Tesla becomes the only foreign automaker to receive China's auto privacy protection mark,2024-11-12,Neutral
'SNL' cast member Chloe Fineman says Elon Musk made her cry when he hosted the show,2024-11-12,Neutral
Expect more cheap Tesla vehicles from Hertz as the selloff continues,2024-11-12,Positive
Waymo Robotaxi Now Open To All In Los Angeles,2024-11-12,Neutral
Waymo Opens Robotaxi Rides To Anyone In L.A. – Though Service Area Remains Small,2024-11-12,Neutral
Tesla Introduces Self-Crashing Car For Women,2024-11-12,Neutral
Chloe Fineman Says Elon Musk Made Her Cry When He Hosted SNL — Watch,2024-11-12,Neutral
Buffett’s Berkshire Is Being Packaged Into a Leveraged ETF,2024-11-12,Neutral
‘Doesn’t Tesla sell you their own car insurance?’: Man warns against car insurance scam after he received this letter in the mail,2024-11-12,Neutral
Traveling to the past with Zeiss,2024-11-12,Neutral
Why major automakers embrace Tesla's previously proprietary charging tech,2024-11-12,Neutral
"Call it like it is: TSLA’s rise is not due to performance, but hope for corruption",2024-11-12,Neutral
Chloe Fineman Says Elon Musk Once Made Her Cry,2024-11-12,Neutral
EEVblog 1651 – Home Electrical Switchboard UPGRADE!,2024-11-12,Neutral
NHTSA Calls Out Tesla’s FSD Marketing Claims,2024-11-12,Neutral
Trump’s Win Was Great for Stock Markets—but Not Everyone Saw a Boom,2024-11-12,Positive
"All my favorite EVs, racecars, and robots from Electrify Expo Austin",2024-11-12,Neutral
The Future of Electric Vehicles Under Trump,2024-11-12,Neutral
Futures retreat from post-election gains as focus shifts to economic data,2024-11-12,Negative
SNL: Chloe Fineman Claims Elon Musk Was Host Who Made Cast Members Cry,2024-11-12,Neutral
Chloe Fineman Reveals the 'Saturday Night Live' Host That Made Her Cry,2024-11-12,Neutral
"The biggest risk to stocks after Trump's victory is China's reaction to a trade war, research firm says",2024-11-12,Negative
"For farms and rural businesses, a fresh and funded harvest includes the sun",2024-11-12,Neutral
Elon Musk Is an Honorary Member of the Trump Family Now,2024-11-12,Neutral
Electric BMW 3 Series spotted: first look at reborn i3 for 2026,2024-11-12,Neutral
Chloe Fineman Reveals That Elon Musk Made Her Cry on SNL Set,2024-11-12,Neutral
"Record-breaking bitcoin rally nears $90,000 on Trump boost",2024-11-12,Positive
How CFOs Can Adapt Their Budgeting To Today’s Economic Reality,2024-11-12,Neutral
"Ai, Big Tech, & Markets",2024-11-12,Neutral
"After Musk Supports Trump Into a Landslide Victory, Tesla Is Now More Valuable Than Almost All Other Car Companies Put Together",2024-11-12,Positive
Donald Trump urged not to pull U.S. out of Paris climate agreement—by the CEO of oil giant Exxon Mobil,2024-11-12,Neutral
Trump’s 'Chief Counsel' Elon Musk Accused of Making 'SNL' Star Chloe Fineman Cry When He Hosted Show — After He Slammed 'Dying' Program in Wake of Don's Win,2024-11-12,Neutral
Tech sector gathers in Lisbon in shadow of Trump victory,2024-11-12,Neutral
"Lectric XPedition 2.0 e-bike with $713 in free gear, Bluetti early Black Friday 57% off flash sales, Anker SOLIX C300 bundle lows, more",2024-11-12,Neutral
The FOMO market is back: Morning Brief,2024-11-12,Neutral
Team of bitter rivals,2024-11-12,Neutral
Tech Sector Gathers In Lisbon In Shadow Of Trump Victory,2024-11-12,Neutral
"Trump’s Cabinet: Here Are His Picks And Finalists For White House Roles—Marco Rubio, Stephen Miller And More",2024-11-12,Neutral
"Tesla vandalised by pedestrian, yet again: Video",2024-11-12,Neutral
Don't Chase the Rally: Tesla Just Became the Most Expensive Stock in the $1 Trillion Club by a Wide Margin,2024-11-12,Positive
Warren Buffett's Favorite Energy Stock Is In Debt Reduction Mode. Earnings Up Next.,2024-11-12,Positive
Elon Musk Responds To Chloe Fineman’s Claim That He Made Her Cry,2024-11-12,Neutral
"OMG, quote of the day: SNL’s Chloe Fineman reveals Bowen’s blind item was Elon Musk, he made her cry",2024-11-12,Neutral
11 stocks that are soaring after Trump's election win — and why they're up,2024-11-12,Positive
Enverus: Global Oil Demand Unlikely to Decline 15% By 2030,2024-11-12,Negative
Chloe Fineman Accuses Elon Musk of Reducing Her to Tears on ‘SNL’,2024-11-12,Neutral
How does it work now Aer Lingus are boarding by group number?,2024-11-12,Neutral
"Exclusive — Sen. Ron Johnson Hopes for Delay of Senate Leadership Vote, Calls McConnell Push ‘Grotesque’",2024-11-12,Neutral
Tesla Stock Surges 8% Post-Market as Bitcoin Holdings Exceed $1 Billion,2024-11-12,Positive
Dow Jones Futures Fall As CPI Inflation Report Looms; Tesla Set To Snap Win Streak,2024-11-12,Positive
Bank of America Weighs in on Tesla Stock Following Trump’s Victory,2024-11-12,Negative
Ford and Tesla are the latest victims of AI-generated rumor mill,2024-11-12,Neutral
"7 at 7: Tesla-Trump bull run, Amazon’s new smart glasses, first sovereign guarantees in COP29, more",2024-11-12,Neutral
"SNL's Chloe Fineman Says ""Rude"" Elon Musk Made Her Cry While Hosting",2024-11-12,Neutral
"Elon Musk's PAC spent an estimated $200 million to help elect Trump, AP source says",2024-11-12,Neutral
PM Christopher Luxon details his first phone call with US President-elect Donald Trump,2024-11-12,Neutral
"675 hp AUDI E, Cybercab hits the road, and BYD takes down Ford",2024-11-12,Neutral
Rex administration update: Federal government pledges $80 million to keep regional flights open,2024-11-12,Neutral
TNB aims to build 200 EV charging points by 2025. Are they being too ambitious?,2024-11-12,Neutral
Ex-Carolina Panthers Player Russell Okung’s 2020 Bitcoin Paycheck Could Now Be Worth $21 Million,2024-11-12,Neutral
Guess which ASX 300 tech stock is already up 64% in November!,2024-11-12,Positive
Chloe Fineman Claims Elon Musk Made Her ‘Burst Into Tears’ When He Hosted ‘SNL’: ‘You Stared at Me Like You Were Firing Me From Tesla’,2024-11-12,Neutral
"Stock market today: Asian shares mostly decline, shrugging off Wall Street's overnight rally",2024-11-12,Negative
10 Influential Billionaires of 2024: Titans of Wealth and Power,2024-11-12,Neutral
Tech sector gathers in Portugal in shadow of Trump victory,2024-11-12,Neutral
"Asian shares mostly decline, shrugging off Wall Street's overnight rally",2024-11-12,Negative
"Stock market today: Asian shares mostly decline, shrugging off Wall Street's rally",2024-11-12,Negative
Brits can’t buy new Jaguars for over a year as Tatas revv up all-electric plans,2024-11-12,Neutral
Elon Musk’s PAC ‘spent an estimated US$200mil’ to help elect Trump,2024-11-12,Neutral
CNBC Daily Open: Best to stay prudent even in the postelection afterglow,2024-11-12,Positive
"Biden funded new factories and infrastructure projects, but Trump might get to cut the ribbons",2024-11-12,Neutral
Welcome to the Donald Trump Era of Crypto,2024-11-12,Neutral
Trump win hurls bitcoin to new records — will the rally endure?,2024-11-12,Positive
Elon Musk’s America PAC spent about $200 million to help elect Donald Trump—with vast majority from the Tesla CEO,2024-11-12,Neutral
"Trump hurls bitcoin near $90,000 — will the rally endure?",2024-11-12,Neutral
‘SNL’ star Chloe Fineman says ‘rude’ Elon Musk made her cry: I ‘burst into tears’,2024-11-12,Neutral
"$DOGE Defies Gravity: Meme Coin Jumps 140%, Analyst Predicts Price Could Skyrocket to $23",2024-11-12,Positive
"Ymir ransomware, a new stealthy ransomware grow in the wild",2024-11-12,Neutral
Chloe Fineman Reveals Elon Musk Made Her Cry During 'SNL' Appearance,2024-11-12,Neutral
"Friends, Trapped In Tesla, Burn To Death After Electronic Doors Won't Open",2024-11-12,Neutral
FACT CHECK: Elon Musk did not buy Ford,2024-11-12,Neutral
Chloe Fineman Reveals Which 'SNL' Host Made a Cast Member (Her) Cry,2024-11-12,Neutral
Trump-driven stock rally: These companies are outperforming Tesla post-election,2024-11-12,Positive
‘SNL’ Star Says Elon Musk Made Her Cry During His Hosting Gig,2024-11-12,Neutral
"Electric Cadillac Vistiq to Rival Mercedes, Rivian SUVs",2024-11-12,Neutral
Elon Musk has been camped out at Mar-a-Lago since Election Day,2024-11-12,Neutral
US stocks open flat as focus moves to economic data,2024-11-12,Neutral
Apple indeed added a feature called “inactivity reboot” in iOS 18.1 that reboots locked devices,2024-11-12,Neutral
"Waymo, Nexar present AI-based study to protect ‘vulnerable’ road users",2024-11-12,Neutral
The ‘Terrible’ ‘SNL’ Host That Made Multiple Cast Members Cry Has Been Revealed,2024-11-12,Neutral
Trump’s Team Is Already Sick of Elon Musk,2024-11-12,Neutral
EVgo shares record Q3 results and double digit YoY growth for eighth consecutive quarter,2024-11-12,Positive
"Elon Musk Is Trump's ‘Guest Who Wouldn’t Leave,’ Reporter Warns",2024-11-12,Neutral
This climate startup is challenging Tesla in the race to electrify big rigs,2024-11-12,Negative
Tesla’s Bitcoin holdings hit $1 billion amid bull run,2024-11-12,Negative
Wraps And Stickers Are Permanently Damaging Tesla Cybertruck’s Stainless Steel Bodywork,2024-11-12,Negative
A cyberattack on payment systems blocked cards readers across stores and gas stations in Israel,2024-11-12,Negative
Waymo’s robotaxis now open to anyone who wants a driverless ride in Los Angeles,2024-11-12,Neutral
"Netflix, Amazon Prime Video, Disney+, Peacock, Hulu new movies: 'Deadpool & Wolverine', 'Twisters'; Check full list",2024-11-12,Neutral
"FordPass app updated with Control Center toggles, new Home Screen widget",2024-11-12,Neutral
Ahead of Market: 10 things that will decide stock action on Wednesday,2024-11-12,Neutral
Four Killed in Fiery Tesla Crash Were Trapped by Electronic Door Handles,2024-11-12,Neutral
Alphabet's Waymo opens autonomous ride-hailing service to all in Los Angeles,2024-11-12,Neutral
"Elon Musk, SNL Cast Member Spar Over Him Making Her Cry",2024-11-12,Neutral
Crypto Soars,2024-11-12,Neutral
Waymo's robotaxis now open to anyone who wants a driverless ride in Los Angeles,2024-11-12,Neutral
Tesla’s Bitcoin holdings surge by riding crypto wave,2024-11-12,Positive
"‘SNL’ Castmember Says Elon Musk’s Cold-Stare ‘Not Funny’ Criticism Made Her Cry: ‘Have a Little Manners Here, Sir’",2024-11-12,Neutral
Dow Jones Today: Stocks Mixed as Market Takes a Breather After Post-Election Rally - Investopedia,2024-11-12,Negative
"Particle launches an AI news app to help publishers, instead of just stealing their work",2024-11-12,Neutral
Elon Musk Sheds No Tears Over Crying Chloe Fineman: “I Was Like Damn My SNL Appearance Is Going To Be So F*cking Unfunny”,2024-11-12,Neutral
"John Malone Wants To Know “How Elon Musk’s Brain Works”; Iconic Investor & Liberty Media Chair Talks Politics, Policy, WBD, Favorite Stocks",2024-11-12,Neutral
Lina Khan likely to be fired as FTC Chair under a Trump presidency,2024-11-12,Neutral
When Elon came to Dublin: An excerpt from Catherine Sanz's new book about the Web Summit,2024-11-12,Neutral
Billionaire investor John Paulson shies away from Trump’s Treasury due to ‘complex financial obligations’,2024-11-12,Neutral
Elon Musk Reportedly Already Wearing Out His Welcome,2024-11-12,Neutral
CEO predicts Trump policies will ‘turbocharge’ economy more than Reagan,2024-11-12,Neutral
Elon Musk worries free speech advocates with calls to prosecute researchers and critics,2024-11-12,Neutral
Trump Aides Unsettled By Elon Musk’s “Odd” Mar-a-Lago Presence,2024-11-12,Positive
Trump-Vance Win: Energy Issues We’re Watching,2024-11-12,Negative
When the grifter gets grifted. Musk's Trump bet paid off so well that Tesla is now worth more than most of the rest of the car industry combined [Interesting],2024-11-12,Positive
Ahold Delhaize experienced a cyber incident affecting several of its U.S. brands,2024-11-12,Negative
"Joe Rogan Says Elon Musk Developed a Custom App, Knew Trump Won Early",2024-11-12,Neutral
The ‘Terrible’ ‘SNL’ Host Who Made The Cast Cry Responded By Calling The Show ‘Unfunny’,2024-11-12,Neutral
Cadillac’s Vistiq is a luxury electric SUV for families,2024-11-12,Neutral
"Stocks dip, bitcoin nears $90,000 as ‘Trump trade’ takes hold",2024-11-12,Neutral
"Elon Musk Was Apparently So Mean on ""SNL"" He Made a Cast Member Cry",2024-11-12,Neutral
Elon Musk Doubles Down on Making Chloe Fineman Cry: ‘SNL’ Sketches Were ‘So F-cking Unfunny’,2024-11-12,Neutral
"Tesla celebrates milestone of 1,000 Powerwalls in a day after it claimed it could twice as many",2024-11-12,Positive
Elon Musk doubles down on going after Fauci: ‘My pronouns are still prosecute/Fauci’,2024-11-12,Neutral
Trump ally Elon Musk doubles down on calls to prosecute Dr. Fauci,2024-11-12,Neutral
VW launches $5.8bn tie-up with Tesla rival Rivian,2024-11-13,Neutral
Trump announces Elon Musk to lead 'Department of Government Efficiency' with Ramaswamy,2024-11-13,Neutral
"Drivers are being 'ill-served by underwhelming EVs,' says boss of Tesla rival Lucid",2024-11-13,Neutral
"The 'Doge' dog meme that Elon Musk loves, explained in 1 minute",2024-11-13,Neutral
"Stock exposure hits 11-year high as investors expect US equities to be the top-performing asset in 2025, BofA survey says",2024-11-13,Positive
Non-US stocks have seen their sharpest sell-off since August on fears over Trump's tariffs,2024-11-13,Negative
Republicans choose John Thune as next Senate majority leader,2024-11-13,Neutral
Tesla Recalls Cybertruck for Sixth Time This Year,2024-11-13,Neutral
Judge explains why he handed Elon Musk his $1 million-a-day sweepstakes win,2024-11-13,Neutral
Watch A Drag Race Between (3 Of) The Quickest Production Cars On Earth,2024-11-13,Negative
Elon Musk's promise of an 'epic' leaderboard of 'dumb' government spending reveals his marketing savvy,2024-11-13,Positive
"Tesla is now worth more than GM, Ford, Toyota, and other car companies — combined",2024-11-13,Neutral
Trump's DOGE gift to Elon Musk is basically just a consulting gig,2024-11-13,Neutral
Dogecoin is soaring after Trump made Elon Musk's DOGE dreams come true,2024-11-13,Neutral
Tesla Issues Sixth Cybertruck Recall This Year,2024-11-13,Negative
How Elon Musk Rebranded Trump,2024-11-13,Neutral
Musk to Lead New Government Department for Trump. Tesla Stock Should Be OK,2024-11-13,Positive
My 3 years at Tesla were the best and worst of my life,2024-11-13,Positive
Nelson Peltz Says He Played “Matchmaker” For Elon Musk And Donald Trump; Blames “Index Funds” For Losing Disney Proxy Battle,2024-11-13,Neutral
Trump appoints Elon Musk to new US government role,2024-11-13,Neutral
"Tesla Stock Price Levels to Watch After Post-Election Surge, Musk's DOGE Appointment",2024-11-13,Neutral
"Tesla is recalling 2,431 Cybertrucks, and this time there’s no software fix",2024-11-13,Negative
Tesla to recall thousands of Сybertrucks,2024-11-13,Neutral
"DoorDash Driver Was Seen Making Deliveries In A Tesla Cybertruck. – ‘A $120,000 vehicle doing DoorDash? I’ve seen it all.’",2024-11-13,Neutral
"If Elon Musk Joins the Government, What Will He Have to Disclose About His Wealth?",2024-11-13,Neutral
"Why Dogecoin Now Has a Larger Market Cap Than Ford, Delta, and General Mills",2024-11-13,Neutral
"1 AI Stock May Be Worth More Than Apple, Microsoft, Amazon, and Tesla Combined by 2030, According to a Wall Street Analyst",2024-11-13,Neutral
Nelson Peltz Says That He Connected Elon Musk With Donald Trump: “I Was a Matchmaker”,2024-11-13,Neutral
Trump appoints SpaceX's Elon Musk to help head regulation-slashing 'Department of Government Efficiency',2024-11-13,Neutral
Jimmy Kimmel Previews ‘Season Two’ of Trump’s ‘Celebrity Appresident’,2024-11-13,Neutral
What If the US Federal Government Was Run Like Tesla?,2024-11-13,Neutral
Trump Says Elon Musk Will Head New ‘Department Of Government Efficiency’ Alongside Vivek Ramaswamy,2024-11-13,Neutral
Cybertruck owners face another recall — and this one's likely to be a hassle,2024-11-13,Negative
Fiery Tesla Crash Traps And Kills Four After Electric Doors Couldn’t Open,2024-11-13,Neutral
Elon Musk Reacts to Chloe Fineman Saying He Made Her Cry When He Hosted 'Saturday Night Live',2024-11-13,Neutral
"Donald Trump names Elon Musk, Vivek Ramaswamy to lead new government agency",2024-11-13,Neutral
Trump Appoints Elon Musk To New DOGE Office For Cutting Wasteful Government Expenses,2024-11-13,Neutral
"Trump tapped Elon Musk for 'DOGE,' but only Congress can create a new federal agency",2024-11-13,Neutral
What Trump 2.0 Means For The Auto Industry,2024-11-13,Neutral
Trump names Musk and Ramaswamy to head new government efficiency department,2024-11-13,Neutral
"Top 20 best-selling EVs in Malaysia, YTD Oct 2024 – BYD, Tesla dominate top 5, Taycan ahead of BMW i4, i7",2024-11-13,Positive
Tesla Cybertruck Recalled For Sixth Time Since Launch,2024-11-13,Negative
"Donald Trump Selects Elon Musk, Vivek Ramaswamy to 'Lead the Department of Government Efficiency'",2024-11-13,Neutral
[Memes] President-Elect Donald Trump Taps Elon Musk To Run Newly Coined ‘DOGE’,2024-11-13,Neutral
"EV charger deal - $600 off Wallbox Pulsar Plus and installation at revcharge, discount available on lots of chargers incl. Tesla",2024-11-13,Neutral
Former Meta Wearables Pro Comes To OpenAI For Device Design,2024-11-13,Neutral
Trump signals hard line on China with hawkish cabinet picks,2024-11-13,Neutral
Own a Cybertruck? First: Ha ha. Second: you may want to rethink putting a wrap or lettering stickers on it [Amusing],2024-11-13,Neutral
How Musk's US government efficiency panel might work,2024-11-13,Neutral
"Cathie Wood Is Selling Tesla and Buying This ""Magnificent Seven"" Stock Instead",2024-11-13,Neutral
Musk has powerful influence on Trump – media,2024-11-13,Positive
"Tesla Cybertruck hit with sixth recall this year, this time over a bad inverter",2024-11-13,Negative
Inside Elon Musk’s Role on Trump’s Transition,2024-11-13,Neutral
"An all-new 650 hp Cadillac, Hertz is selling off more EVs, and something weird at Tesla",2024-11-13,Neutral
"Trump's second term set to shake up US tech landscape: ripples across AI, semiconductors, EVs, and China ties",2024-11-13,Neutral
Why is Elon Musk becoming Donald Trump's efficiency tsar?,2024-11-13,Neutral
"Heybike Cityrun e-bike $600 off for Black Friday, ENGWE E26 e-bike hits new $849 low, Segway Ninebot, EGO Power+, more",2024-11-13,Neutral
Tesla’s meme-like stock surge leaves Wall Street feeling wary,2024-11-13,Negative
"Trump announces Elon Musk, Vivek Ramaswamy to lead new 'Department of Government Efficiency' (New York Post)",2024-11-13,Neutral
Elon Musk tapped for White House job,2024-11-13,Neutral
Elon Musk’s X sued by Europe’s richest man,2024-11-13,Neutral
"The Guardian to stop posting on X, calling it ""a toxic media platform""",2024-11-13,Neutral
"$DOGE Skyrockets As Trump Announces Musk, Ramaswamy For D.O.G.E Leadership",2024-11-13,Neutral
I sat inside an Afeela and I am so ready for this Sony Honda Mobility EV future,2024-11-13,Neutral
Hyundai confirms IONIQ 9 SUV debut date while teasing first look at its ‘lounge-like’ interior,2024-11-13,Neutral
Euthanized Peanut the squirrel tests negative for rabies,2024-11-13,Negative
Lucid Pitches California's Highway Patrol On Giving Its EVs A Chance To Become Cruisers,2024-11-13,Neutral
"Bitcoin explodes to a new all-time high of over $88,000 after President Trump wins US elections",2024-11-13,Positive
Trump taps billionaire Musk to overhaul government,2024-11-13,Positive
"Trump Selects Elon Musk, Vivek Ramaswamy To Head New Department Of Government Efficiency",2024-11-13,Neutral
Joe Rogan and the Fifth Estate: How the Podcaster and a Group of Cable News Exiles Became More Powerful Than Traditional Media,2024-11-13,Positive
Is Rivian Stock A Buy Or A Sell With $5.8 Billion Volkswagen Joint Venture Finalized?,2024-11-13,Neutral
The Guardian stops posting on 'toxic media platform' X,2024-11-13,Neutral
Alphabet’s Waymo Opens Autonomous Ride-Hailing Service to All in Los Angeles,2024-11-13,Neutral
Will Elon Musk be able to cut $2 trillion from US government spending?,2024-11-13,Positive
Elon Musk: Rocket Man Takes Aim At Washington,2024-11-13,Neutral
Trump announces Elon Musk to lead 'Department of Government Efficiency' with Ramaswamy,2024-11-13,Neutral
Trump Says Elon Musk Will Head New ‘Department Of Government Efficiency’ Alongside Vivek Ramaswamy,2024-11-13,Neutral
Elon Musk Reacts to Chloe Fineman Saying He Made Her Cry When He Hosted 'Saturday Night Live',2024-11-13,Neutral
"Donald Trump names Elon Musk, Vivek Ramaswamy to lead new government agency",2024-11-13,Neutral
Trump names Musk and Ramaswamy to head new government efficiency department,2024-11-13,Neutral
"Donald Trump Selects Elon Musk, Vivek Ramaswamy to 'Lead the Department of Government Efficiency'",2024-11-13,Neutral
Former Meta Wearables Pro Comes To OpenAI For Device Design,2024-11-13,Neutral
"An all-new 650 hp Cadillac, Hertz is selling off more EVs, and something weird at Tesla",2024-11-13,Neutral
"Trump's second term set to shake up US tech landscape: ripples across AI, semiconductors, EVs, and China ties",2024-11-13,Neutral
Elon Musk tapped for White House job,2024-11-13,Neutral
"Bitcoin explodes to a new all-time high of over $88,000 after President Trump wins US elections",2024-11-13,Positive
"Trump Selects Elon Musk, Vivek Ramaswamy To Head New Department Of Government Efficiency",2024-11-13,Neutral
Elon Musk to Lead Trump’s Department of Government Efficiency With Vivek Ramaswamy,2024-11-13,Neutral
"Trump announces Elon Musk, Vivek Ramaswamy to lead new ‘Department of Government Efficiency’",2024-11-13,Neutral
Donald Trump names Elon Musk to head US 'govt efficiency' department - 'Shockwaves' in the offing?,2024-11-13,Neutral
Donald Trump announces Elon Musk will co-lead Department of Government Efficiency,2024-11-13,Neutral
Waymo’s fleet of robotaxis is now available to anyone in LA,2024-11-13,Neutral
"Trump names Musk, Ramaswamy to lead newly formed gov't department",2024-11-13,Neutral
Donald Trump's Administration Takes Shape After 15 Official or Expected Picks,2024-11-13,Neutral
"Trump says Elon Musk, Vivek Ramaswamy will lead Department of Government Efficiency (DOGE)",2024-11-13,Neutral
"Donald Trump says Elon Musk will help run the Department of Government Efficiency, or DOGE",2024-11-13,Neutral
Donald Trump confirms world's richest man Elon Musk will crack down on US government waste,2024-11-13,Neutral
Elon Musk To Lead US 'Government Efficiency' Department: Donald Trump,2024-11-13,Neutral
"Here’s One ‘Hell of a Trade,’ According to Ex-Goldman Sachs Executive Raoul Pal",2024-11-13,Neutral
Trump Taps Dogecoin Fan Elon Musk to Lead DOGE Agency With Vivek Ramaswamy,2024-11-13,Neutral
Microsoft Patch Tuesday security updates for November 2024 fix two actively exploited zero-days,2024-11-13,Neutral
Trump says Musk and Ramaswamy will lead government efficiency group,2024-11-13,Neutral
"Wall Street indexes dip with focus on Trump policies, economic data",2024-11-13,Neutral
"UL NO. 458: Ollama Vulnerabilities, Rating AI Using AI, The Mantis Hack-back Framework",2024-11-13,Neutral
"Trump picks Elon Musk, Vivek Ramaswamy for government efficiency effort",2024-11-13,Neutral
3 beginner-friendly ASX shares perfect for Aussie investors starting out in November,2024-11-13,Neutral
"Elon Musk, Vivek Ramaswamy to Lead Trump’s New ‘Department of Government Efficiency’",2024-11-13,Neutral
"Christopher Luxon’s tips for Elon Musk as Donald Trump announces role for Tesla, X chief",2024-11-13,Neutral
Hemispheric divergence of interoceptive processing across psychiatric disorders,2024-11-13,Neutral
Trump Taps Elon Musk to ‘Dismantle’ Bureaucracy and Fox Host Pete Hegseth to Lead Pentagon,2024-11-13,Neutral
Economists wonder whether Trump will follow through on campaign vows,2024-11-13,Negative
"Elon Musk will lead a new ‘Department of Government Efficiency,’ Donald Trump says",2024-11-13,Neutral
Donald Trump picks Elon Musk for US government cost-cutting role,2024-11-13,Neutral
"Elon Musk Defends ‘SNL’ Behavior That Made Cast Cry, Says He Was Just Worried His Episode Was ‘F-king Unfunny’",2024-11-13,Neutral
Dogecoin surges 20% after Trump announces a Department of Government Efficiency — DOGE,2024-11-13,Positive
[Removed],2024-11-13,Neutral
Elon Musk and Vivek Ramaswamy will lead new ‘Department of Government Efficiency’ in Trump administration | CNN Politics,2024-11-13,Neutral
"Trump announces Musk, Ramaswamy will lead newly-created Department of Government Efficiency",2024-11-13,Neutral
"Trump taps Elon Musk, Vivek Ramaswamy to lead new 'Department of Government Efficiency'",2024-11-13,Neutral
VW launches $5.8bn tie-up with Tesla rival Rivian,2024-11-13,Neutral
Trump appoints SpaceX's Elon Musk to help head regulation-slashing 'Department of Government Efficiency',2024-11-13,Neutral
What Trump 2.0 Means For The Auto Industry,2024-11-13,Neutral
Trump signals hard line on China with hawkish cabinet picks,2024-11-13,Neutral
"Trump announces Elon Musk, Vivek Ramaswamy to lead new 'Department of Government Efficiency' (New York Post)",2024-11-13,Neutral
"$DOGE Skyrockets As Trump Announces Musk, Ramaswamy For D.O.G.E Leadership",2024-11-13,Neutral
Elon Musk: Rocket Man Takes Aim At Washington,2024-11-13,Neutral
VW launches $5.8bn partnership with Tesla rival Rivian,2024-11-13,Neutral
Officials say a California man who owed couple $80K killed them and burned their bodies in the desert,2024-11-13,Neutral
"Elon Musk spent millions bolstering Trump, but the president ‘goes through people like tissues,’ says Kara Swisher",2024-11-13,Neutral
Dogecoin spikes ~20% after Donald Trump announced the creation of the Department of Government Efficiency or DOGE; Dogecoin is up 153% since Election Day,2024-11-13,Neutral
Trump appoints Elon Musk and Vivek Ramaswamy to lead new Department of Government Efficiency,2024-11-13,Neutral
Elon Musk: rocket man takes aim at Washington,2024-11-13,Neutral
Tech sector gathers in Lisbon in shadow of Trump victory,2024-11-13,Neutral
4 popular ASX tech ETFs smashing new all-time highs today,2024-11-13,Neutral
Who’s been picked for Trump’s second administration so far?,2024-11-13,Neutral
Trump Says He Will Appoint Elon Musk And Vivek Ramaswamy To A ‘DOGE’ Department,2024-11-13,Neutral
"A dope for DOGE (and Dogecoin): Trump taps Musk in efficiency team, crypto fans rejoice",2024-11-13,Neutral
We Now Know What Role Elon Musk Will Play in the Trump Administration,2024-11-13,Neutral
Stock market today: Asian stocks dip as Wall Street momentum slows with cooling Trump trade,2024-11-13,Negative
"Georgia, which just voted for Trump, leads the country in jobs making electric vehicles, batteries and other parts [Awkward]",2024-11-13,Neutral
Waymo’s robotaxis now open to anyone who wants a driverless ride in Los Angeles,2024-11-13,Neutral
'Many dark times': How this startup founder overcame self-doubt and started a $100-million-a-year business,2024-11-13,Neutral
Elon Musk Tapped to Lead New ‘DOGE’ Department—Despite the Government Already Having One for Efficiency,2024-11-13,Neutral
Why Climate Diplomacy Should Be at the Top of Prabowo Subianto’s Agenda,2024-11-13,Neutral
"Trump taps Elon Musk, Vivek Ramaswamy to lead new ""Department of Government Efficiency""",2024-11-13,Neutral
Jimmy Kimmel Previews ‘Season Two’ of Trump’s ‘Celebrity Appresident’,2024-11-13,Neutral
What If the US Federal Government Was Run Like Tesla?,2024-11-13,Neutral
Elon Musk’s X sued by Europe’s richest man,2024-11-13,Neutral
Alphabet’s Waymo Opens Autonomous Ride-Hailing Service to All in Los Angeles,2024-11-13,Neutral
Tesla (NASDAQ:TSLA) Shares Gap Up Following Analyst Upgrade,2024-11-13,Positive
Asian stocks dip as Wall Street momentum slows,2024-11-13,Negative
Elon Musk Net Worth: World's richest man's wealth surges $60 billion after Donald Trump's win and DOGE appointment,2024-11-13,Positive
Elon Musk appointed as head of new US government efficiency department by Trump,2024-11-13,Neutral
Trump Forms DOGE With Elon Musk And Vivek Ramaswamy At The Helm: Will It Impact Tesla CEO's Role At The EV Giant And SpaceX?,2024-11-13,Neutral
"Trump appoints Elon Musk, Vivek Ramaswamy to lead US govt efficiency department",2024-11-13,Neutral
Meet the key figures Trump has picked to run the United States,2024-11-13,Neutral
Buffett’s Berkshire is being packaged into a leveraged ETF,2024-11-13,Neutral
"Elon Musk and Vivek Ramaswamy join Trump's 'DOGE' team: Mission, roles & net worths",2024-11-13,Neutral
